,in_degree,clustering,influence0.5,influence0.55,influence0.6,influence0.65,influence0.67
607448,106,0.0344115004492363,3.660074707570453,3.9883833462359006,4.316691984901348,4.645000623566795,4.973309262232241
112462,104,0.05153099327856609,3.6883477802087197,4.000728807658973,4.313109835109225,4.625490862559479,4.93787189000973
899530,106,0.03036837376460018,3.6379278740962766,3.9684511961091418,4.298974518122006,4.629497840134871,4.960021162147735
538677,105,0.035256410256410256,3.6319520680206114,3.9565228186653596,4.281093569310107,4.605664319954854,4.930235070599601
219203,103,0.024938130592042643,3.5099306221543345,3.833603213434342,4.157275804714349,4.480948395994356,4.8046209872743635
211758,103,0.023986293546544833,3.5047167918231463,3.8289107661362727,4.153104740449398,4.477298714762525,4.80149268907565
38490,102,0.027373325567850902,3.490519008390559,3.80958260907126,4.1286462097519605,4.447709810432662,4.766773411113362
276085,101,0.03584158415841584,3.5041544064166588,3.815304315319066,4.126454224221472,4.43760413312388,4.748754042026286
237205,102,0.02514074936905455,3.4782897370493857,3.798576264864204,4.118862792679022,4.439149320493841,4.759435848308658
154544,100,0.042432814710042434,3.5075081015313225,3.8117724889465796,4.116036876361836,4.420301263777093,4.724565651192349
858827,100,0.038686868686868686,3.4869891197507776,3.7933054053440896,4.099621690937401,4.405937976530711,4.712254262124023
290812,99,0.03813646670789528,3.4512234503919057,3.7545661509454202,4.057908851498935,4.36125155205245,4.664594252605964
796734,100,0.028888888888888888,3.4333192142803948,3.7450024904207444,4.056685766561094,4.368369042701443,4.680052318841793
51992,95,0.05554311310190369,3.415567930038804,3.696275574724894,3.9769832194109824,4.257690864097071,4.53839850878316
824022,97,0.030612244897959183,3.3445068759397376,3.645420929987101,3.946334984034465,4.247249038081829,4.548163092129192
895136,96,0.039473684210526314,3.360295980405096,3.6530809720302404,3.945865963655384,4.238650955280528,4.531435946905671
58549,97,0.02663230240549828,3.322706143365051,3.6258002706698833,3.9288943979747155,4.231988525279548,4.53508265258438
137390,97,0.02652491408934708,3.3221179077394125,3.6252708586068088,3.9284238094742046,4.231576760341602,4.534729711208997
821571,96,0.03508771929824561,3.3362711990632263,3.6314586688225576,3.926646138581888,4.221833608341219,4.517021078100549
5953,93,0.04943899018232819,3.3166301604806776,3.5941312781712123,3.871632395861746,4.149133513552281,4.4266346312428135
98465,92,0.05613951266125179,3.3205825185368507,3.5911382484460836,3.8616939783553166,4.13224970826455,4.4028054381737824
326249,94,0.030199039121482498,3.243991199622656,3.535306365374676,3.8266215311266962,4.117936696878717,4.409251862630736
944310,92,0.04407548972766364,3.254500021553982,3.5316640011615017,3.8088279807690215,4.085991960376542,4.363155939984061
530745,94,0.02299245024021963,3.2045160269854316,3.499778710001174,3.7950413930169167,4.090304076032659,4.385566759048401
604852,89,0.056179775280898875,3.222550783445979,3.483259230937247,3.743967678428515,4.004676125919784,4.265384573411052
246611,87,0.060144346431435444,3.178765797430491,3.4307524395719406,3.6827390817133896,3.9347257238548394,4.186712365996288
988440,89,0.0339632277834525,3.1008563088041683,3.3737342037596174,3.646612098715067,3.9194899936705165,4.192367888625966
131650,89,0.028983656792645557,3.0735799610396244,3.349185490771528,3.624791020503432,3.9003965502353357,4.1760020799672395
22124,86,0.054856361149110806,3.1170493041985843,3.3686574436875403,3.6202655831764967,3.8718737226654523,4.123481862154408
334193,88,0.028343782654127483,3.037324194492964,3.3100051489038504,3.582686103314736,3.8553670577256223,4.1280480121365075
182598,85,0.05168067226890756,3.0669032316620393,3.3169758264289664,3.5670484211958926,3.8171210159628197,4.0671936107297455
307461,87,0.02673082063619353,2.995738192981603,3.2660275955679414,3.536316998154279,3.806606400740618,4.076895803326956
583959,84,0.04748923959827834,3.011193270003623,3.260286708960708,3.5093801479177924,3.7584735868748766,4.0075670258319604
422405,85,0.03851540616246499,2.994788509852662,3.2520725768005265,3.5093566437483905,3.7666407106962554,4.023924777644119
144458,86,0.026812585499316005,2.9634353124175994,3.2304048510846544,3.497374389751709,3.7643439284187634,4.031313467085818
114342,84,0.04044750430292599,2.972621107635321,3.225571762829236,3.4785224180231507,3.731473073217065,3.9844237284109796
260206,82,0.05435109906654622,2.983278615764605,3.2220632161942238,3.460847816623842,3.699632417053461,3.9384170174830793
574772,83,0.03996473699676756,2.937225917351865,3.1871659395984415,3.4371059618450177,3.6870459840915943,3.9369860063381705
5882,82,0.04667268894911172,2.9412189714642043,3.1842095363238627,3.427200101183521,3.6701906660431804,3.9131812309028384
33161,82,0.0411268454353721,2.910840780931773,3.1568691648446747,3.402897548757576,3.6489259326704784,3.8949543165833798
44764,83,0.02762268586541287,2.8696204791709228,3.126321045235594,3.383021611300264,3.639722177364935,3.8964227434296053
866786,78,0.06443556443556443,2.9075147494513205,3.1276751286095323,3.3478355077677433,3.567995886925955,3.7881562660841657
577531,80,0.04066455696202532,2.842807006651437,3.0825384640410043,3.3222699214305718,3.5620013788201397,3.801732836209707
105354,77,0.05502392344497608,2.8232103129272104,3.045250983762149,3.2672916545970874,3.4893323254320263,3.711372996266965
792507,80,0.025,2.7570020439222147,3.005313997584704,3.253625951247194,3.501937904909684,3.750249858572174
55128,77,0.04750512645249488,2.7820249734840052,3.008184178263264,3.234343383042523,3.4605025878217823,3.6866617926010417
184502,78,0.033311125916055964,2.7370259642524375,2.9742352219305377,3.211444479608637,3.448653737286737,3.685862994964836
208774,75,0.055855855855855854,2.7622658278622447,2.977300643252312,3.1923354586423796,3.4073702740324467,3.622405089422514
138699,79,0.019149626744563452,2.692204986127312,2.9404464935936088,3.1886880010599046,3.436929508526201,3.6851710159924966
672910,75,0.04828828828828829,2.7208133402712997,2.9399934044204614,3.159173468569623,3.3783535327187852,3.597533596867947
1098,72,0.06631455399061033,2.721302637591233,2.9207833160813497,3.120263994571466,3.3197446730615834,3.5192253515517002
987491,73,0.056909021697754095,2.7025331821329854,2.910440958144611,3.1183487341562364,3.326256510167862,3.534164286179487
187478,74,0.04664938911514254,2.679085264097907,2.895887983888724,3.112690703679541,3.3294934234703586,3.5462961432611753
71209,76,0.027192982456140352,2.6380113950794715,2.8720218057235,3.1060322163675287,3.3400426270115573,3.5740530376555855
501407,70,0.07412008281573498,2.698557073942526,2.8872120048461456,3.075866935749765,3.2645218666533853,3.4531767975570054
642542,76,0.01631578947368421,2.5784299373516344,2.8183984937684468,3.0583670501852587,3.298335606602071,3.538304163018883
540883,70,0.06997929606625258,2.675875292799891,2.8667984018177743,3.0577215108356572,3.2486446198535406,3.4395677288714244
336783,74,0.03387634209552018,2.6091189812266933,2.832918329304632,3.0567176773825704,3.280517025460509,3.504316373538447
582313,72,0.041471048513302036,2.5852186061876368,2.7983076878181135,3.0113967694485893,3.2244858510790664,3.437574932709542
944084,70,0.05879917184265011,2.614634483714777,2.811681673641172,3.008728863567566,3.205776053493961,3.4028232434203556
7920,68,0.06409130816505706,2.5781214352567385,2.765719626077569,2.9533178168984,3.140916007719231,3.328514198540061
243008,70,0.0453416149068323,2.5409186950012135,2.7453374637989647,2.9497562325967155,3.1541750013944667,3.358593770192218
31685,72,0.02679968701095462,2.504854020713072,2.7259795608910053,2.9471051010689373,3.168230641246871,3.3893561814248034
233066,72,0.024256651017214397,2.490924159230814,2.713442685556973,2.9359612118831313,3.1584797382092904,3.380998264535449
37730,70,0.041632145816072906,2.520599521094832,2.727050207283221,2.93350089347161,3.1399515796599995,3.346402265848389
239921,70,0.03540372670807453,2.4864824202588895,2.6963448165308734,2.9062072128028564,3.11606960907484,3.3259320053468238
745964,70,0.03395445134575569,2.4785437968589674,2.6892000554709434,2.8998563140829186,3.1105125726948946,3.32116883130687
19701,68,0.048507462686567165,2.492758581797083,2.6888930579638797,2.8850275341306757,3.081162010297472,3.2772964864642677
5441,65,0.07379807692307692,2.5330394389255146,2.705495373452416,2.8779513079793175,3.050407242506219,3.2228631770331204
175286,66,0.06456876456876456,2.515235254639351,2.696021759570553,2.8768082645017548,3.057594769432956,3.2383812743641576
182900,70,0.02836438923395445,2.4479233923164103,2.6616416913826417,2.875359990448873,3.0890782895151045,3.302796588581336
926548,67,0.0540479421076436,2.4903566298281357,2.680181149216143,2.8700056686041497,3.0598301879921572,3.249654707380164
208076,66,0.06270396270396271,2.505020522432458,2.6868285005843493,2.8686364787362404,3.050444456888131,3.2322524350400217
937003,69,0.03346121057118499,2.4430912365797344,2.6507425992439497,2.858393961908164,3.0660453245723795,3.2736966872365945
159699,64,0.07762896825396826,2.521272961504857,2.68835539179814,2.8554378220914236,3.022520252384707,3.1896026826779895
820434,68,0.03775241439859526,2.4338461899728143,2.6358719053220376,2.8378976206712605,3.039923336020484,3.2419490513697062
204386,68,0.03731343283582089,2.4314416025514154,2.6337077766427788,2.8359739507341417,3.0382401248255047,3.240506298916867
639053,64,0.06870039682539683,2.4723653709160502,2.6443385602682143,2.8163117496203784,2.9882849389725425,3.1602581283247058
162677,67,0.04049773755656109,2.4161333498912962,2.613380197272987,2.810627044654678,3.0078738920363692,3.20512073941806
815039,67,0.04002713704206241,2.41355556491437,2.611060190793754,2.808564816673137,3.006069442552521,3.2035740684319043
569685,68,0.0300702370500439,2.391765910098336,2.5979996534350076,2.804233396771678,3.010467140108349,3.2167008834450197
183858,63,0.07373271889400922,2.4671799107512142,2.6331214941441785,2.7990630775371415,2.9650046609301057,3.130946244323069
806829,65,0.053631553631553634,2.422574279674472,2.606076730126478,2.7895791805784835,2.9730816310304893,3.156584081482495
59156,64,0.062034739454094295,2.4358532318433066,2.6114776351027453,2.7871020383621836,2.962726441621622,3.1383508448810598
138520,63,0.0670762928827445,2.4307183378391293,2.600306078523302,2.769893819207473,2.939481559891646,3.109069300575818
422947,64,0.057539682539682536,2.411230882680042,2.5893175208558072,2.767404159031572,2.945490797207337,3.123577435383101
43714,66,0.03613053613053613,2.359460588484234,2.5558245600309477,2.752188531577661,2.9485525031243744,3.1449164746710876
46699,65,0.04495192307692308,2.37503030010014,2.5632871485095787,2.751543996919018,2.9398008453284565,3.1280576937378957
200791,63,0.06144393241167435,2.3998662376827498,2.57253918838256,2.7452121390823696,2.9178850897821804,3.09055804048199
14651,61,0.07759562841530054,2.4228380578974544,2.5801135226244263,2.737388987351398,2.89466445207837,3.051939916805342
612716,65,0.03990384615384615,2.347378700805699,2.5384007091445824,2.729422717483465,2.9204447258223483,3.1114667341612314
96379,64,0.048859126984126984,2.363681836274258,2.5465233790906017,2.7293649219069445,2.912206464723288,3.0950480075396305
112789,62,0.06610259122157588,2.392633980914302,2.5594800053152724,2.7263260297162435,2.8931720541172146,3.0600180785181856
124492,67,0.02103120759837178,2.309502509224752,2.5174124406730973,2.725322372121443,2.9332323035697887,3.1411422350181337
317093,66,0.028671328671328673,2.3186016596566628,2.5190515240861333,2.719501388515604,2.919951252945074,3.1204011173745445
413524,67,0.018995929443690638,2.2983539675437217,2.50737875316017,2.716403538776618,2.925428324393067,3.1344531100095154
76057,64,0.04563492063492063,2.346020761894967,2.5306284121492393,2.7152360624035117,2.899843712657784,3.084451362912056
174557,65,0.035576923076923075,2.3236773299818934,2.5170694754031566,2.7104616208244203,2.903853766245684,3.0972459116669477
411761,64,0.043154761904761904,2.332435320064743,2.5184015145020378,2.7043677089393325,2.8903339033766273,3.076300097813921
240865,63,0.050435227854582695,2.3395644055589164,2.5182675394711103,2.696970673383303,2.875673807295497,3.05437694120769
76881,62,0.05793650793650794,2.3479030336160394,2.5192221527468366,2.690541271877634,2.861860391008431,3.0331795101392283
798248,62,0.05790586991010047,2.347735209226217,2.519071110795996,2.6904070123657755,2.8617429139355557,3.033078815505335
594665,63,0.048899129544290834,2.3311501964253587,2.510694751250908,2.6902393060764567,2.8697838609020065,3.0493284157275555
758444,61,0.06284153005464481,2.342020268858902,2.5073775124897293,2.672734756120556,2.8380919997513834,3.00344924338221
747445,62,0.05182443151771549,2.314423217328606,2.489090318088146,2.6637574188476867,2.8384245196072277,3.0130916203667684
942529,57,0.09617794486215539,2.3936224467809115,2.5276188647168025,2.6616152826526926,2.7956117005885837,2.929608118524474
81083,61,0.05901639344262295,2.321067508737796,2.488520028380734,2.655972548023671,2.823425067666609,2.9908775873095466
883318,63,0.03917050691244239,2.277860205246157,2.4627337591896272,2.6476073131330957,2.8324808670765655,3.0173544210200345
769444,65,0.020923520923520924,2.2434111195377,2.4448298860033826,2.6462486524690654,2.8476674189347486,3.0490861854004314
751019,62,0.047593865679534636,2.2912496577476587,2.468234114465294,2.6452185711829292,2.822203027900565,2.9991874846182
842802,65,0.019721019721019722,2.2368242386503185,2.4389016932047394,2.6409791477591607,2.8430566023135815,3.0451340568680028
492331,61,0.05546448087431694,2.301611374339626,2.471009507422381,2.6404076405051353,2.80980577358789,2.9792039066706444
134729,62,0.04627181385510312,2.284007920378613,2.461716550833153,2.6394251812876925,2.8171338117422327,2.9948424421967728
262255,61,0.05437158469945355,2.295624871447881,2.465621654819811,2.63561843819174,2.8056152215636687,2.9756120049355976
193320,57,0.08928571428571429,2.3558692189579733,2.493640959676158,2.6314127003943417,2.7691844411125266,2.906956181830711
61172,61,0.04836065573770492,2.262699105543286,2.435988465505675,2.6092778254680633,2.782567185430452,2.9558565453928405
134600,60,0.05677966101694915,2.2760647111614416,2.441467358586331,2.60687000601122,2.7722726534361093,2.9376753008609984
84053,61,0.0453551912568306,2.2462362225909884,2.421171870848607,2.596107519106225,2.771043167363844,2.9459788156214617
645612,61,0.04480874316939891,2.243242971145116,2.418477944547322,2.5937129179495275,2.768947891351733,2.9441828647539383
187581,61,0.043989071038251365,2.2387530939763076,2.4144370550953944,2.5901210162144803,2.765804977333567,2.9414889384526535
396676,58,0.06896551724137931,2.2773130485308335,2.429490558267416,2.5816680680039976,2.7338455777405803,2.886023087477162
319347,60,0.05084745762711865,2.2435701763973532,2.4122222772986515,2.5808743781999492,2.7495264791012475,2.9181785800025453
38936,60,0.05084745762711865,2.2435701763973532,2.4122222772986515,2.5808743781999492,2.7495264791012475,2.9181785800025453
87985,59,0.05961426066627703,2.258840896465862,2.4194157733846255,2.5799906503033885,2.7405655272221523,2.9011404041409157
798606,61,0.040983606557377046,2.22229021102401,2.399620460438326,2.5769507098526425,2.754280959266959,2.9316112086812747
145128,59,0.058771929824561406,2.2542269028078037,2.415263179092373,2.5762994553769416,2.7373357316615112,2.8983720079460804
219483,60,0.04943502824858757,2.2358333824059033,2.4052591627063467,2.57468494300679,2.744110723307233,2.9135365036076757
36521,60,0.0480225988700565,2.228096588414454,2.3982960481140423,2.5684955078136302,2.738694967513218,2.9088944272128057
108826,60,0.0480225988700565,2.228096588414454,2.3982960481140423,2.5684955078136302,2.738694967513218,2.9088944272128057
615119,63,0.020737327188940093,2.17688969564346,2.3718603005471994,2.5668309054509377,2.7618015103546774,2.956772115258416
144847,60,0.047175141242937854,2.223454512019584,2.3941181793586592,2.564781846697734,2.735445514036809,2.906109181375884
813946,60,0.046353872244205764,2.218955887768818,2.39006941753297,2.5611829472971213,2.732296477061273,2.9034100068254243
293896,59,0.05493863237872589,2.233229440494167,2.3963654630101,2.5595014855260323,2.722637508041966,2.8857735305578984
234325,57,0.07017543859649122,2.2511898145398264,2.3994294956998257,2.547669176859824,2.695908858019824,2.8441485391798227
332141,61,0.03333333333333333,2.1803846907817976,2.3619054922203353,2.5434262936588725,2.72494709509741,2.9064678965359474
129775,60,0.03900508762012436,2.1787018166001904,2.3538407534812054,2.5289796903622195,2.7041186272432336,2.8792575641242477
686897,59,0.04587960257159556,2.1836072445490076,2.3517054866594562,2.519803728769905,2.687901970880354,2.8560002129908026
351733,59,0.04266510812390415,2.165999368568467,2.33585839827697,2.5057174279854726,2.6755764576939756,2.8454354874024785
685647,57,0.06015037593984962,2.1962760286155523,2.3500070883679793,2.503738148120405,2.657469207872832,2.8112002676252583
628467,59,0.03974284044418469,2.1499922085861574,2.3214519542928915,2.492911699999625,2.664371445706359,2.8358311914130927
176936,55,0.07542087542087542,2.2144209625696276,2.3532372249752793,2.49205348738093,2.630869749786581,2.7696860121922326
487186,58,0.04839685420447671,2.164645108444823,2.3280894121900064,2.49153371593519,2.654978019680373,2.818422323425556
500992,54,0.08245981830887492,2.2202270692289665,2.351912568993,2.483598068757033,2.615283568521067,2.7469690682851002
203008,57,0.05451127819548872,2.1653870240331483,2.3222069842438153,2.479026944454482,2.635846904665149,2.792666864875816
172167,58,0.045372050816696916,2.1480762937262923,2.3131774789433286,2.478278664160365,2.6433798493774017,2.8084810345944375
62823,54,0.07721872816212438,2.191518211021701,2.326074596606461,2.4606309821912205,2.595187367775981,2.7297437533607405
240665,59,0.031268264172998245,2.10357144463746,2.2796732667390636,2.4557750888406664,2.6318769109422706,2.807978733043874
34249,53,0.08454281567489115,2.1988862401765115,2.3261556708701066,2.4534251015637016,2.5806945322572967,2.7079639629508914
214162,56,0.05616883116883117,2.141715759441072,2.2943526941352625,2.4469896288294533,2.599626563523644,2.7522634982178347
792953,58,0.035995160314579555,2.0967129680988466,2.266950485878627,2.437188003658408,2.6074255214381896,2.77766303921797
393345,55,0.06026936026936027,2.1314262633886227,2.278541995712375,2.4256577280361262,2.572773460359878,2.7198891926836297
775877,57,0.042293233082706765,2.0984608474379396,2.2619734253081276,2.4254860031783148,2.588998581048503,2.7525111589186904
184043,58,0.03297035692679976,2.0801441533803153,2.2520385526319493,2.4239329518835833,2.5958273511352177,2.7677217503868516
939567,52,0.08672699849170437,2.1780996696233825,2.3008976053966066,2.4236955411698307,2.546493476943055,2.669291412716279
78044,55,0.058922558922558925,2.1240489567947556,2.271902419777894,2.4197558827610326,2.5676093457441707,2.7154628087273096
170369,56,0.04935064935064935,2.10436814480962,2.2607398409669557,2.4171115371242915,2.5734832332816273,2.729854929438963
96613,57,0.040100250626566414,2.0864484567670045,2.2511622737042862,2.4158760906415666,2.5805899075788483,2.7453037245161296
752314,55,0.05656565656565657,2.111138670255488,2.260283161892554,2.409427653529619,2.5585721451666834,2.707716636803749
766893,55,0.054245283018867926,2.098428475758271,2.2488439868450585,2.3992594979318453,2.5496750090186318,2.700090520105419
590479,55,0.05353535353535353,2.094539730419287,2.2453441160399725,2.396148501660658,2.5469528872813427,2.6977572729020283
137494,57,0.03477443609022556,2.057275507994734,2.224906619809243,2.3925377316237504,2.5601688434382592,2.727799955252767
678339,54,0.06009783368273934,2.0977359408779654,2.2416705534770993,2.3856051660762323,2.529539778675366,2.6734743912744996
80780,54,0.06009783368273934,2.0977359408779654,2.2416705534770993,2.3856051660762323,2.529539778675366,2.6734743912744996
941579,55,0.05016835016835017,2.0760964639346193,2.2287451762037715,2.3813938884729238,2.5340426007420755,2.6866913130112278
757342,55,0.049494949494949494,2.072407810637686,2.225425388236532,2.3784429658353767,2.531460543434222,2.6844781210330675
746731,57,0.03132832080200501,2.0383988940832647,2.2079176672889202,2.377436440494575,2.546955213700231,2.7164739869058856
200775,52,0.07503770739064856,2.114069822517675,2.24327074300147,2.372471663485265,2.50167258396906,2.6308735044528544
162487,53,0.06567489114658925,2.0955343506303543,2.2331389702785653,2.370743589926776,2.508348209574987,2.645952829223197
343930,54,0.055904961565338925,2.0747688543121527,2.221000175567868,2.3672314968235826,2.5134628180792973,2.659694139335012
786613,53,0.06204644412191582,2.0756589872560935,2.2152511432417303,2.354843299227367,2.4944354552130044,2.6340276111986403
3829,50,0.08857142857142856,2.1227012925619326,2.237938762089934,2.353176231617935,2.4684137011459364,2.583651170673938
75264,53,0.06132075471698113,2.071683914581241,2.2116735778343637,2.3516632410874854,2.491652904340608,2.631642567593729
749132,4,0.5,2.8698281124868394,2.609045909140891,2.3482637057949427,2.0874815024489943,1.8266992991030462
276917,4,0.5,2.8698281124868394,2.609045909140891,2.3482637057949427,2.0874815024489943,1.8266992991030462
748222,54,0.051362683438155136,2.049887843865856,2.1986072661662006,2.347326688466545,2.4960461107668896,2.6447655330672335
387530,49,0.09268707482993198,2.112494603012068,2.222202589519372,2.3319105760266754,2.4416185625339795,2.551326549041283
7689,55,0.03872053872053872,2.013389357886749,2.1723087807606882,2.3312282036346277,2.4901476265085662,2.6490670493825053
825251,53,0.05624092888243832,2.043858405857276,2.186630619982795,2.329402834108313,2.472175048233832,2.6149472623593497
131627,53,0.05551523947750363,2.0398833331824235,2.183053054575428,2.3262227759684313,2.4693924973614356,2.6125622187544386
65590,53,0.055152394775036286,2.0378957968449978,2.1812642718717443,2.3246327468984904,2.4680012219252374,2.611369696951983
91879,3,0.5,2.83707735260842,2.5730200732746296,2.3089627939408395,2.044905514607049,1.780848235273259
310789,3,0.5,2.83707735260842,2.5730200732746296,2.3089627939408395,2.044905514607049,1.780848235273259
1176481,3,0.5,2.83707735260842,2.5730200732746296,2.3089627939408395,2.044905514607049,1.780848235273259
535892,3,0.5,2.83707735260842,2.5730200732746296,2.3089627939408395,2.044905514607049,1.780848235273259
320426,3,0.5,2.83707735260842,2.5730200732746296,2.3089627939408395,2.044905514607049,1.780848235273259
214383,3,0.5,2.83707735260842,2.5730200732746296,2.3089627939408395,2.044905514607049,1.780848235273259
556199,3,0.5,2.83707735260842,2.5730200732746296,2.3089627939408395,2.044905514607049,1.780848235273259
377060,3,0.5,2.83707735260842,2.5730200732746296,2.3089627939408395,2.044905514607049,1.780848235273259
57923,3,0.5,2.83707735260842,2.5730200732746296,2.3089627939408395,2.044905514607049,1.780848235273259
13377,3,0.5,2.83707735260842,2.5730200732746296,2.3089627939408395,2.044905514607049,1.780848235273259
119655,3,0.5,2.83707735260842,2.5730200732746296,2.3089627939408395,2.044905514607049,1.780848235273259
1393658,3,0.5,2.83707735260842,2.5730200732746296,2.3089627939408395,2.044905514607049,1.780848235273259
189848,3,0.5,2.83707735260842,2.5730200732746296,2.3089627939408395,2.044905514607049,1.780848235273259
3268224,3,0.5,2.83707735260842,2.5730200732746296,2.3089627939408395,2.044905514607049,1.780848235273259
176256,3,0.5,2.83707735260842,2.5730200732746296,2.3089627939408395,2.044905514607049,1.780848235273259
2795282,3,0.5,2.83707735260842,2.5730200732746296,2.3089627939408395,2.044905514607049,1.780848235273259
689836,3,0.5,2.83707735260842,2.5730200732746296,2.3089627939408395,2.044905514607049,1.780848235273259
294126,3,0.5,2.83707735260842,2.5730200732746296,2.3089627939408395,2.044905514607049,1.780848235273259
747761,3,0.5,2.83707735260842,2.5730200732746296,2.3089627939408395,2.044905514607049,1.780848235273259
141683,47,0.10499537465309898,2.114413643577951,2.210829422077299,2.3072452005766464,2.403660979075994,2.500076757575342
303506,52,0.05995475113122172,2.0314506649619237,2.1689135012012937,2.3063763374406636,2.443839173680034,2.5813020099194035
