,artist_id,in_degree,clustering,influence0.5,influence0.55,influence0.6,influence0.65,influence0.67,artist_name,popularity,count,main_genre,year
786,160848,33,0.07481060606060606,1.4905614031940535,1.5576602780722169,1.6247591529503798,1.6918580278285429,1.7589569027067058,Gregory Isaacs,38.1509434,53,Reggae,1970.0
798,78532,4,0.3333333333333333,1.9568864214957853,1.7873983872489425,1.6179103530020995,1.4484223187552565,1.2789342845084135,Inner Circle,71.0,4,Reggae,1970.0
806,896965,4,0.3333333333333333,1.9568864214957853,1.7873983872489425,1.6179103530020995,1.4484223187552565,1.2789342845084135,Mikey Dread,39.25,8,Reggae,1970.0
5093,233300,1,0.0,0.03275075987841945,0.0360258358662614,0.039300911854103344,0.042575987841945294,0.04585106382978723,Hugh Mundell,37.33333333,6,Reggae,1970.0
962,855773,6,0.3,1.8397996030544137,1.6951205546030754,1.5504415061517376,1.4057624577003995,1.2610834092490617,Prince Jazzbo,35.0,2,Reggae,1970.0
860,745584,29,0.10098522167487683,1.5029337507199751,1.5425947829428104,1.5822558151656456,1.6219168473884813,1.6615778796113163,Steel Pulse,34.34210526,76,Reggae,1970.0
1209,751592,29,0.06773399014778325,1.3207951374926958,1.3786700310382591,1.4365449245838224,1.4944198181293855,1.5522947116749486,Sly & Robbie,32.28571429,14,Reggae,1970.0
2757,302765,11,0.11818181818181818,1.007617012274452,0.9789069827795298,0.9501969532846072,0.9214869237896852,0.8927768942947625,Prince Far I,39.0,2,Reggae,1970.0
1468,494474,7,0.2380952380952381,1.5334577348504417,1.4259630251951845,1.318468315539928,1.210973605884671,1.103478896229414,Third World,36.30769231,26,Reggae,1970.0
1429,138063,22,0.10606060606060606,1.3014796115922622,1.3154349938980816,1.3293903762039008,1.3433457585097204,1.3573011408155398,Barrington Levy,48.39130435,23,Reggae,1970.0
1418,636474,26,0.07076923076923076,1.2391688440904918,1.2855559110492238,1.3319429780079557,1.3783300449666878,1.4247171119254196,Bunny Wailer,35.53846154,26,Reggae,1970.0
1315,641994,24,0.10144927536231883,1.3417218750766216,1.3647533349853729,1.3877847948941238,1.4108162548028749,1.4338477147116262,Burning Spear,33.42857143,42,Reggae,1970.0
2870,165830,13,0.08974358974358974,0.9173438658761742,0.9107614549724474,0.9041790440687206,0.8975966331649938,0.8910142222612669,Cocoa Tea,41.6,5,Reggae,1970.0
3282,190235,14,0.06593406593406594,0.8196743841844432,0.8294090734255732,0.8391437626667035,0.8488784519078336,0.8586131411489637,Mad Cobra,44.8,5,Reggae,1980.0
4623,663455,2,0.0,0.0655015197568389,0.0720516717325228,0.07860182370820669,0.08515197568389059,0.09170212765957446,Half Pint,43.0,6,Reggae,1980.0
3182,161436,3,0.16666666666666666,1.0111939706263122,0.9297250294907324,0.8482560883551531,0.7667871472195735,0.6853182060839941,Chaka Demus & Pliers,49.08333333,12,Reggae,1980.0
4029,147771,4,0.08333333333333333,0.5874738850092047,0.5549271044110198,0.522380323812835,0.48983354321465,0.457286762616465,Cutty Ranks,44.0,4,Reggae,1980.0
4615,165068,2,0.0,0.0655015197568389,0.0720516717325228,0.07860182370820669,0.08515197568389059,0.09170212765957446,Garnett Silk,37.0,6,Reggae,1980.0
5348,1276114,1,0.0,0.03275075987841945,0.0360258358662614,0.039300911854103344,0.042575987841945294,0.04585106382978723,Donovan,27.62051282,195,Reggae,1980.0
5383,935413,1,0.0,0.03275075987841945,0.0360258358662614,0.039300911854103344,0.042575987841945294,0.04585106382978723,Musical Youth,48.0,4,Reggae,1980.0
4767,600720,2,0.0,0.0655015197568389,0.0720516717325228,0.07860182370820669,0.08515197568389059,0.09170212765957446,Ziggy Marley & the Melody Makers,38.83333333,12,Reggae,1980.0
5138,223683,1,0.0,0.03275075987841945,0.0360258358662614,0.039300911854103344,0.042575987841945294,0.04585106382978723,Machel Montano,42.0,1,Reggae,1980.0
3694,254083,11,0.054545454545454536,0.6590392757142316,0.6651870198753312,0.6713347640364309,0.6774825081975305,0.6836302523586302,Wayne Wonder,48.5,12,Reggae,1980.0
2303,169526,16,0.10416666666666667,1.09460071492412,1.0899430750426502,1.0852854351611805,1.0806277952797108,1.075970155398241,Frankie Paul,28.0,2,Reggae,1980.0
1479,681340,20,0.12105263157894736,1.3180991626039966,1.3172922858572749,1.316485409110553,1.3156785323638311,1.3148716556171094,Yellowman,34.65,40,Reggae,1980.0
1585,175775,23,0.08695652173913042,1.2295848811989798,1.257279888519811,1.2849748958406428,1.3126699031614744,1.3403649104823059,Eek-A-Mouse,40.57142857,14,Reggae,1980.0
1702,836313,4,0.25,1.5004155760002589,1.3765746263029683,1.252733676605678,1.1288927269083875,1.0050517772110976,Junior Reid,50.0,2,Reggae,1980.0
1788,3627,12,0.17424242424242425,1.3474481591225898,1.2913051669185376,1.2351621747144852,1.1790191825104328,1.1228761903063806,Pato Banton,49.0,2,Reggae,1980.0
1030,129817,26,0.11384615384615385,1.475129158069718,1.4979201936305273,1.5207112291913367,1.5435022647521464,1.5662933003129555,Shabba Ranks,40.625,16,Reggae,1980.0
3024,866417,10,0.1111111111111111,0.9361353927782304,0.9080233732572462,0.8799113537362622,0.8517993342152779,0.823687314694294,Maxi Priest,39.46666667,15,Reggae,1980.0
908,205627,3,0.3333333333333333,1.9241356616173664,1.7513725513826808,1.5786094411479965,1.4058463309133111,1.2330832206786264,Charlie Chaplin,1.775609756,205,Reggae,1980.0
1567,826660,5,0.25,1.5331663358786782,1.4126004621692296,1.2920345884597817,1.1714687147503329,1.050902841040885,Josey Wales,38.0,3,Reggae,1980.0
2318,16944,18,0.08496732026143791,1.0549349320422836,1.067344174400365,1.0797534167584468,1.0921626591165283,1.1045719014746105,Alpha Blondy,47.5,4,Reggae,1980.0
2418,251925,14,0.1153846153846154,1.0905471935993714,1.0731946018990084,1.055842010198646,1.0384894184982834,1.0211368267979206,Wayne Smith,50.0,2,Reggae,1980.0
4888,487357,2,0.0,0.0655015197568389,0.0720516717325228,0.07860182370820669,0.08515197568389059,0.09170212765957446,Anthony B,54.0,2,Reggae,1990.0
838,255268,16,0.22083333333333333,1.7336598986178575,1.665096340367014,1.5965327821161708,1.5279692238653269,1.4594056656144836,Lucky Dube,41.33333333,18,Reggae,1990.0
5230,188697,1,0.0,0.03275075987841945,0.0360258358662614,0.039300911854103344,0.042575987841945294,0.04585106382978723,Foxy Brown,47.94117647,17,Reggae,1990.0
366,382671,2,0.5,2.8043265927300003,2.5369942374083685,2.269661882086736,2.002329526765104,1.7349971714434718,Red Rat,43.5,4,Reggae,1990.0
4622,753598,2,0.0,0.0655015197568389,0.0720516717325228,0.07860182370820669,0.08515197568389059,0.09170212765957446,Snow,74.8,5,Reggae,1990.0
1291,939187,19,0.14912280701754385,1.4391070033135438,1.4196491905201836,1.4001913777268231,1.3807335649334629,1.3612757521401022,Buju Banton,43.92682927,41,Reggae,1990.0
4489,938487,3,0.0,0.09825227963525836,0.1080775075987842,0.11790273556231005,0.12772796352583587,0.13755319148936168,Mr. Vegas,47.0,8,Reggae,1990.0
1364,156938,25,0.08666666666666667,1.2934986762758345,1.3279026080403482,1.3623065398048622,1.3967104715693757,1.4311144033338896,Shaggy,53.06896552,29,Reggae,1990.0
5371,130418,1,0.0,0.03275075987841945,0.0360258358662614,0.039300911854103344,0.042575987841945294,0.04585106382978723,Spragga Benz,48.0,2,Reggae,1990.0
5081,683921,1,0.0,0.03275075987841945,0.0360258358662614,0.039300911854103344,0.042575987841945294,0.04585106382978723,Yami Bolo,45.33333333,3,Reggae,1990.0
4702,12570,2,0.0,0.0655015197568389,0.0720516717325228,0.07860182370820669,0.08515197568389059,0.09170212765957446,Sister Carol,38.0,2,Reggae,1990.0
2534,264350,13,0.1153846153846154,1.0577964337209518,1.037168766032747,1.0165410983445426,0.9959134306563381,0.9752857629681336,Sean Paul,56.21311475,61,Reggae,1990.0
1609,20740,15,0.15714285714285714,1.3520349925392854,1.3150837729206148,1.2781325533019452,1.2411813336832749,1.2042301140646048,Sizzla,53.5,8,Reggae,1990.0
2470,951374,12,0.12878787878787878,1.0984640615795749,1.0672194791298242,1.0359748966800737,1.0047303142303226,0.9734857317805721,Damian Marley,50.91891892,37,Reggae,1990.0
3244,500298,13,0.07692307692307693,0.8471175819537855,0.8475577994422976,0.8479980169308096,0.8484382344193218,0.8488784519078336,Morgan Heritage,47.28571429,7,Reggae,1990.0
4238,252315,6,0.0,0.19650455927051672,0.2161550151975684,0.23580547112462005,0.2554559270516717,0.27510638297872336,Diana King,60.0,2,Reggae,1990.0
2008,78758,12,0.1590909090909091,1.2644534599415849,1.2166099376556332,1.1687664153696813,1.1209228930837294,1.0730793707977777,Bounty Killer,41.33333333,9,Reggae,1990.0
1934,70704,11,0.17272727272727273,1.30639792932607,1.2478098081259854,1.1892216869259014,1.1306335657258173,1.0720454445257332,Big Mountain,58.66666667,3,Reggae,1990.0
3538,122252,13,0.05128205128205128,0.7066650141090078,0.7211504883819977,0.7356359626549875,0.7501214369279774,0.7646069112009671,Lady Saw,49.0,6,Reggae,1990.0
1835,540010,10,0.18888888888888888,1.3621748485740557,1.2914588834734888,1.2207429183729224,1.1500269532723555,1.079310988171789,Capleton,50.2,10,Reggae,1990.0
1718,571472,4,0.25,1.5004155760002589,1.3765746263029683,1.252733676605678,1.1288927269083875,1.0050517772110976,Hepcat,38.0,2,Reggae,1990.0
4018,171889,4,0.08333333333333333,0.5874738850092047,0.5549271044110198,0.522380323812835,0.48983354321465,0.457286762616465,Elephant Man,51.375,8,Reggae,1990.0
5504,4358,1,0.0,0.03275075987841945,0.0360258358662614,0.039300911854103344,0.042575987841945294,0.04585106382978723,Tony Rebel,40.0,2,Reggae,1990.0
1857,352171,7,0.21428571428571427,1.4030374932802911,1.308584807782049,1.2141321222838075,1.1196794367855656,1.0252267512873237,Richie Spice,52.0,4,Reggae,2000.0
4906,302955,1,0.0,0.03275075987841945,0.0360258358662614,0.039300911854103344,0.042575987841945294,0.04585106382978723,Junior Kelly,41.5,4,Reggae,2000.0
887,116465,3,0.3333333333333333,1.9241356616173664,1.7513725513826808,1.5786094411479965,1.4058463309133111,1.2330832206786264,Jah Cure,51.28571429,7,Reggae,2000.0
3404,24309,7,0.11904761904761905,0.8813565269996889,0.8390719381295072,0.7967873492593256,0.7545027603891439,0.7122181715189624,Stephen Marley,44.54545455,33,Reggae,2000.0
5490,279395,1,0.0,0.03275075987841945,0.0360258358662614,0.039300911854103344,0.042575987841945294,0.04585106382978723,Gyptian,59.66666667,6,Reggae,2000.0
3914,171854,8,0.05357142857142857,0.5554516225601944,0.5523076761096459,0.5491637296590978,0.5460197832085495,0.5428758367580011,Easy Star All-Stars,50.66666667,3,Reggae,2000.0
359,642354,2,0.5,2.8043265927300003,2.5369942374083685,2.269661882086736,2.002329526765104,1.7349971714434718,Bushman,53.0,2,Reggae,2000.0
5386,921888,1,0.0,0.03275075987841945,0.0360258358662614,0.039300911854103344,0.042575987841945294,0.04585106382978723,Alborosie,57.5,8,Reggae,2000.0
294,1476233,2,0.5,2.8043265927300003,2.5369942374083685,2.269661882086736,2.002329526765104,1.7349971714434718,Tribal Seeds,48.65,20,Reggae,2000.0
1011,476599,7,0.2857142857142857,1.7942982179907427,1.660719460021456,1.5271407020521688,1.3935619440828817,1.2599831861135948,Collie Buddz,49.4375,16,Reggae,2000.0
